,respondentname,hmda_id,advertiser_name,advertiser_id,match_index,score
33,NATIONAL CITY BANK,10000-0000000786,City National Bank,272.0,31.0,100.0
34,WAYNE COUNTY NATIONAL BANK,10000-0000000828,Town & Country Bank,1107.0,243.0,61.41233401787189
35,THE CITIZENS NATIONAL BANK,10000-0000000863,Citizens First National Bank,267.0,22.0,100.0
36,THE MILFORD NATIONAL BANK,10000-0000000866,,,,
37,"NATIONAL CITY BANK, INDIANA",10000-0000000869,FIRST CITY FUNDING,394.0,785.0,67.24632254252653
38,CHAMPAIGN NATIONAL BANK AND TR,10000-0000000916,Champion Mortgage Co,251.0,74.0,51.15984688385385
39,"STATE FINANCIAL BANK, NA",10000-0000000945,GTE Financial,506.0,424.0,81.13334890097494
40,BEVERLY NATIONAL BANK,10000-0000000969,Beverly Cooperative Bank,175.0,283.0,53.24894235114047
41,PUTNAM COUNTY NATIONAL BANK,10000-0000000976,Town & Country Bank,1107.0,243.0,59.33541397170706
42,STISSING NATIONAL BANK OF PINE,10000-0000000981,,,,
43,FIRST & OCEAN NATIONAL BANK,10000-0000001011,Ocean Bank,861.0,275.0,100.0
44,THE LYONS NATIONAL BANK,10000-0000001027,Lyons National Bank,707.0,11.0,100.0
45,FIRST NATIONAL BANK OF GROTON,10000-0000001083,Carrollton Bancorp,237.0,192.0,50.87700938103047
46,"ALLIANCE BANK, N.A.",10000-0000001090,Alliance Bank NA,61.0,12.0,100.0
47,CENTRAL NATIONAL BANK,10000-0000001122,Central National Bank,244.0,13.0,100.0
48,ROCKPORT NATIONAL BANK,10000-0000001194,Rock Holdings Inc,975.0,849.0,59.4794986725535
49,VISTA BANK NA,10000-0000001239,,,,
50,BALLSTON SPA NATIONAL BANK,10000-0000001253,Ballston Spa National Bank,130.0,14.0,100.0
51,THE NATIONAL BANK OF VERNON,10000-0000001264,,,,
52,FARMERS & MECHANICS NATL BANK,10000-0000001267,Mechanics Bank,745.0,156.0,52.59890228461283
53,PNC BANK NA,10000-0000001316,,,,
54,"NBT BANK, NA",10000-0000001354,NBT Bancorp Inc,800.0,15.0,100.0
55,NATIONAL BANK OF COXSACKIE,10000-0000001398,,,,
56,"CITIBANK, NA",10000-0000001461,UniBank,1138.0,394.0,57.33242530959184
57,WILLIAMSPORT NATIONAL BANK,10000-0000001464,,,,
58,FIRST SOUTHERN NATIONAL BANK,10000-0000001493,First Southern National Bank,465.0,19.0,100.0
59,UNION NATIONAL COMMUNITY BANK,10000-0000001516,First National Community Bancorp,452.0,41.0,67.17070341259178
60,WACHOVIA BANK,10000-0000001559,,,,
61,NATIONAL BK OF FREDERICKSBURG,10000-0000001582,,,,
62,"WELLS FARGO BANK, NA",10000-0000001741,Wells Fargo & Co,1202.0,0.0,100.0
63,FIRST NATIONAL BANK SANTA FE,10000-0000001750,,,,
64,BOONE COUNTY NATIONAL BANK,10000-0000001770,Town & Country Bank,1107.0,243.0,58.71989187882453
65,FIRST NATIONAL BANK OF SHELBY,10000-0000001929,,,,
66,"WELLS FARGO BANK MINNESOTA, NA",10000-0000002006,Wells Fargo & Co,1202.0,0.0,67.28852170857445
67,UNION COUNTY NATIONAL BANK,10000-0000002007,Union Center National Bank,1139.0,44.0,70.15676590634924
68,COMMUNITY FIRST NATIONAL BANK,10000-0000002030,First National Community Bancorp,452.0,41.0,100.0
69,NATIONAL PENN BANK,10000-0000002137,Mid Penn Bancorp Inc,769.0,178.0,56.50207000437527
70,WILBER NATIONAL BANK,10000-0000002151,Liberty National Bank,698.0,66.0,53.199545012526094
71,FIRST MERCHANTS BANK N A,10000-0000002234,Mechanics Bank,745.0,156.0,69.60226375262543
72,"COMMUNITY BANKS, N.A.",10000-0000002252,First National Community Bancorp,452.0,41.0,72.79391442634858
73,"WELLS FARGO BANK IOWA, NA",10000-0000002307,Wells Fargo & Co,1202.0,0.0,80.5559119590432
74,UNION NATIONAL BANK AND TRUST,10000-0000002333,United Bank & Trust,1145.0,195.0,65.20805282672329
75,THE CENTREVILLE NATIONAL BANK,10000-0000002341,Central National Bank,244.0,13.0,59.92504899567268
76,LEBANON CITIZENS NATIONAL BANK,10000-0000002360,Citizens First National Bank,267.0,22.0,55.864863784836494
77,THE QUAKERTOWN NATIONAL BANK,10000-0000002366,,,,
78,WELLS FARGO BANK NORTH DAKOTA,10000-0000002377,Wells Fargo & Co,1202.0,0.0,61.7097300294012
79,FIRST NATIONAL BANK OF WEATHER,10000-0000002477,,,,
80,SECOND NATIONAL BANK,10000-0000002479,,,,
81,NATIONAL BANK OF RISING SUN,10000-0000002481,,,,
82,EPHRATA NATIONAL BANK,10000-0000002515,,,,
83,"FIRST MINNESOTA BANK, N.A.",10000-0000002571,,,,
84,"FIRST SECURITY BANK, NA",10000-0000002597,SECURITY MORTGAGE SERVICES INC,987.0,774.0,60.06487164038701
85,"HORIZON BANK, N.A.",10000-0000002747,First Horizon National Corp,445.0,8.0,100.0
86,"INTRUST BANK, N.A.",10000-0000002782,Intrust Bank Na,638.0,23.0,100.0
87,THE RIPLEY NATIONAL BANK,10000-0000002837,,,,
88,"WELLS FARGO BANK NEBRASKA, NA",10000-0000002978,Wells Fargo & Co,1202.0,0.0,70.10013733336703
89,MIDAMERICAN BANK AND TRUST,10000-0000003033,American Trust Bank,83.0,5052.0,75.01849988926298
90,"BANK ONE, WEST VIRGINIA, NA",10000-0000003106,,,,
91,THE NATIONAL BANK OF MALVERN,10000-0000003147,Malvern Federal Bancorp Inc,735.0,79.0,61.97491914657643
92,CORNERBANK NA,10000-0000003218,Cornerstone Bank NA,306.0,278.0,64.83344290134453
93,"WELLS FARGO BANK WEST, NA",10000-0000003269,Wells Fargo & Co,1202.0,0.0,79.80320506162987
94,FIRST NATIONAL BANK OF BAIRD,10000-0000003286,,,,
95,"TEAMBANK, N.A.",10000-0000003350,Netbank Inc,817.0,842.0,62.8742663832464
96,FIRST NATIONAL BANK OF ANTHONY,10000-0000003385,,,,
97,THE FIRST NATIONAL BANK IN SIO,10000-0000003393,,,,
98,FIRST NATIONAL BANK OF BRYAN,10000-0000003446,,,,
99,FARMERS NATIONAL BANK,10000-0000003654,Farmers National Bank,417.0,25.0,100.0
100,THE ATLANTA NATIONAL BANK,10000-0000003711,Advantage Bank,52.0,2192.0,55.194914812608474
101,FIRST NATIONAL BANK OF OLATHE,10000-0000003720,,,,
102,FIRST NATIONAL BANK-FOX VALLEY,10000-0000003724,Valley National Bancorp,1169.0,60.0,52.393148494598584
103,CANANDAIGUA NATIONAL BANK,10000-0000003817,Canandaigua National Corp,225.0,27.0,100.0
104,FIRST NAT'L BANK OF MT PULASKI,10000-0000003839,,,,
105,AMBOY NATIONAL BANK,10000-0000003878,,,,
106,FIRST CHARTER NATIONAL BANK,10000-0000003903,Carter County Bank,238.0,199.0,51.09696778130205
107,NATIONAL BANK AND TRUST,10000-0000003906,Standard Bank & Trust Co,1058.0,208.0,72.76634406978104
108,FIRST NATIONAL BANK OF BAR HAR,10000-0000003941,,,,
109,BAKER BOYER BANK,10000-0000003956,,,,
110,THE LENOX NATIONAL BANK,10000-0000004013,,,,
111,FNB OF MIFFLINLINTOWN,10000-0000004039,,,,
112,FIRST NATIONAL BANK OF BASTROP,10000-0000004093,,,,
113,NATIONAL CAPITAL BANK OF WASH,10000-0000004107,Capital Bank,226.0,248.0,65.27189985602895
114,FIRST NATIONAL BANK OF ABILENE,10000-0000004166,,,,
115,SUFFOLK COUNTY NATIONAL BANK,10000-0000004230,Fairfield County Bank,408.0,238.0,52.74934677717336
116,FIRST NATIONAL BANK OF ATHENS,10000-0000004278,,,,
117,FIRST NATIONAL BANK OF VA,10000-0000004289,,,,
118,ZIONS FIRST NATIONAL BANK,10000-0000004341,Zions Bancorp,1224.0,28.0,100.0
119,NBC BANK NA,10000-0000004490,NBT Bancorp Inc,800.0,15.0,57.51100703825453
120,THE FIRST NATIONAL BANK OF GOL,10000-0000004565,,,,
121,OLD SECOND NATIONAL BANK,10000-0000004596,,,,
122,"HARRIS BANK BATAVIA, N.A.",10000-0000004646,Harris Bancorp Inc,569.0,88.0,55.283360162338624
123,FIRST NATIONAL BANK OF CROCKET,10000-0000004684,Rock Holdings Inc,975.0,849.0,64.05939087509745
124,"SUNFLOWER BANK, N.A.",10000-0000004742,,,,
125,THE FIRST NATIONAL BANK OF IPS,10000-0000004774,,,,
126,"POINTBANK, NA",10000-0000004777,Netbank Inc,817.0,842.0,60.74645026664021
127,MIDLAND NATIONAL BANK,10000-0000004860,Midland National Bank,777.0,29.0,100.0
128,FIRST NATIONAL BANK OF NEWPORT,10000-0000004917,Bank of Newport,154.0,234.0,100.0
129,FIRST NATIONAL BANK OF DECATUR,10000-0000004920,,,,
130,UMB NATIONAL BANK OF AMERICA,10000-0000004945,Mid America Bancorp,767.0,361.0,73.05041897406852
131,FIRST NATIONAL BANK-MANITOWOC,10000-0000004975,BankUnited Inc,157.0,401.0,55.63753426707932
132,THE LAREDO NATIONAL BANK,10000-0000005001,,,,
133,RIGGS BANK NA,10000-0000005046,,,,
134,NAZARETH NATIONAL BANK,10000-0000005077,,,,
135,FROST NATIONAL BANK,10000-0000005179,Fremont Bank,488.0,249.0,54.548122616485
136,WAGGONER NATIONAL BANK,10000-0000005203,,,,
137,RIDDELL NATIONAL BANK,10000-0000005267,,,,
138,FIRST NATIONAL BANK OF OGDEN,10000-0000005304,,,,
139,STILLWATER NATIONAL BANK,10000-0000005347,State Bank,1060.0,182.0,53.816113107559985
140,FIRST NATIONAL BANK OF SONORA,10000-0000005466,,,,
141,"PEOPLES BANK, NA",10000-0000005552,Peoples Bank,907.0,32.0,100.0
142,SANDY SPRING NATIONAL BANK,10000-0000005561,Sandy Spring Bancorp Inc,1015.0,1026.0,100.0
143,"AUSTIN BANK, TEXAS, N.A.",10000-0000005581,,,,
144,FIRST NATL BANK OF CHILLICOTHE,10000-0000005584,,,,
145,THE MARS NATIONAL BANK,10000-0000005599,Mars National Bank,738.0,33.0,100.0
146,HALIFAX NATIONAL BANK,10000-0000005601,,,,
147,"GUARANTY BANK, N.A.",10000-0000005625,Guaranty Bank & Trust Co,537.0,197.0,66.93286521597493
148,CENTURY BANK N.A.,10000-0000005636,Century Bank,248.0,185.0,100.0
149,FIRST NATIONAL BANK WINNSBORO,10000-0000005674,,,,
150,GILMER NATIONAL BANK,10000-0000005741,,,,
151,FIRST NATIONAL BANK TEXAS,10000-0000005750,,,,
152,CITY NATIONAL BANK & TRUST CO.,10000-0000005753,Quad City Bank & Trust Co,941.0,142.0,74.24012457473536
153,"RESOURCE BANK, N.A.",10000-0000005815,Resource Bank,963.0,132.0,100.0
154,HOME NATIONAL BANK,10000-0000005842,Home Bank,590.0,355.0,100.0
155,FNB OF CENTRAL TEXAS,10000-0000005850,Central National Bank,244.0,13.0,52.45096983091294
156,RAMSEY NATIONAL BANK & TRUST C,10000-0000005886,First State Bank & Trust,466.0,180.0,58.68996769229534
157,FIRST NATIONAL BANK OF KEMP,10000-0000005932,,,,
158,EMPRISE BANK NA,10000-0000006120,,,,
159,"WELLS FARGO BANK NEW MEXICO,NA",10000-0000006187,Wells Fargo & Co,1202.0,0.0,60.786886027712065
160,FIRST AMERICAN NATNL BANK,10000-0000006220,American Capital Corp,75.0,3865.0,76.96095060663937
161,YORKVILLE NATIONAL BANK,10000-0000006239,Rockville Bank,977.0,237.0,76.24601343427028
162,"MELLON BANK, N.A.",10000-0000006301,Bank Of NY Mellon Corp,148.0,35.0,71.54511904434139
163,FIRST NATIONAL BANK SAUK CENTR,10000-0000006417,South Central Bank,1038.0,252.0,60.52755945236107
164,FNB OF SLIPPERY ROCK,10000-0000006483,,,,
165,THE JIM THORPE NATIONAL BANK,10000-0000006534,,,,
166,HOBLITZELL NATIONAL BANK,10000-0000006615,,,,
167,SIMMONS FIRST NATIONAL BANK,10000-0000006680,Simmons First National Corp,1028.0,36.0,100.0
168,FIRST NAT'L BANK OF ELMER,10000-0000006707,Intl Bank Of Commerce,637.0,254.0,54.801760812942476
169,CITIZENS NATIONAL BANK & TRUST,10000-0000006752,Citizens & Northern Corp,263.0,169.0,67.69840469863196
170,FIRST NATIONAL BANK OF COWETA,10000-0000006879,,,,
171,FIRST NATIONAL BANK OF SUMNER,10000-0000006907,,,,
172,FIRST NATIONAL BANK OF RAYMOND,10000-0000006910,,,,
173,"FIRST COMMERCIAL BANK, N.A.",10000-0000006963,Commercial Bank,289.0,102.0,100.0
174,MINERS NATIONAL BANK OF EVELET,10000-0000006991,,,,
175,THE HERRING NATIONAL BANK,10000-0000007010,Harrington Bank,568.0,359.0,65.13124605841263
176,"COMMUNITY TRUST BANK, N. A.",10000-0000007030,Community Bank & Trust,292.0,145.0,97.05277820683914
177,CITIZENS NAT'L BANK,10000-0000007051,Citizens Financial Group Inc,265.0,217.0,75.81639297545819
178,FIRST NAT BANK OF NORTH EAST,10000-0000007064,Northeast Bank,837.0,210.0,53.062404001082456
179,FIRST NATIONAL BANK OF RIVER F,10000-0000007087,River City Bank,969.0,247.0,65.07560641941434
180,1ST. NAT'L BANK OF MARYSVILLE,10000-0000007353,,,,
181,FNB OF THE ROCKIES,10000-0000007435,,,,
182,FIRST NATIONAL BANK OF ARVADA,10000-0000007501,Harvard State Bank,571.0,172.0,54.88382680623426
183,FIRST NATIONAL BANK OF BELLS/S,10000-0000007524,,,,
184,NEW RICHMOND NATIONAL BANK,10000-0000007542,,,,
185,FIRST NATIONAL BANK OF NWGA,10000-0000007549,,,,
186,FIRST NATIONAL BANK - COLORADO,10000-0000007637,Colorado Credit Union,282.0,550.0,54.93433674337413
187,FIRST-KNOX NATIONAL BANK,10000-0000007638,FirstSouth Bancorp Inc,467.0,7722.0,57.99938358908104
188,FIRST NATIONAL BK OF LAYTON,10000-0000007685,,,,
189,GLENS FALLS NATIONAL BANK,10000-0000007699,,,,
190,THE HUTINGTON NATIONAL BANK,10000-0000007745,HUNTINGTON MTG CO,561.0,38.0,75.28526387669875
191,OZONA NATIONAL BANK,10000-0000007748,First Horizon National Corp,445.0,8.0,50.918769707091826
192,AMERICAN NATIONAL BANK & TRUST,10000-0000007788,American Trust Bank,83.0,5052.0,96.52555741542906
193,BERTHOUD NATIONAL BANK,10000-0000007995,,,,
194,FIRST NAT'L OF MCCONNELLSBURG,10000-0000008083,,,,
195,FIRST NATIONAL BANK OF CHASKA,10000-0000008378,,,,
196,BLUE BALL NATIONAL BANK,10000-0000008421,,,,
197,FIRST NATL. BANK OF MILLSTADT,10000-0000008425,,,,
198,BEREA NATIONAL BANK,10000-0000008435,,,,
199,"PROGRESSIVE BANK, NA",10000-0000008604,Progressive Bank,930.0,263.0,100.0
200,FALLS CITY NATIONAL BANK,10000-0000008606,National Bank Of KS City,810.0,3841.0,57.17655862421641
201,FIRST NATIONAL BANK -HARTFORD,10000-0000008671,Heartland Bank,579.0,118.0,51.176279057649985
202,FIRST NATL BANK OF MANHATTAN,10000-0000008713,,,,
203,ONTARIO NATIONAL BANK,10000-0000008717,Bank Orion,152.0,188.0,53.44660011831744
204,FIRST NATIONAL BANK OF ELK RIV,10000-0000008757,,,,
205,1ST NATIONAL BANK OF SPRINGDAL,10000-0000008763,,,,
206,FIRSTBANK SOUTHWEST,10000-0000008769,FirstSouth Bancorp Inc,467.0,7722.0,64.93856392531035
207,FIRST NATIONAL BANK OF BYERS,10000-0000008787,,,,
208,"ARMED FORCES BANK, NA",10000-0000008796,Farmers National Bank,417.0,25.0,54.551003271531954
209,GRANGE NATIONAL BANK,10000-0000008845,GRANITE MORTGAGE INC,500.0,130.0,53.06317940521651
210,OLD NATIONAL BANK,10000-0000008846,Old National Bancorp,865.0,40.0,100.0
211,LYNNVILLE NATIONAL BANK,10000-0000008868,,,,
212,MOODY NATIONAL BANK,10000-0000008899,Bank Of MO,144.0,5840.0,51.99035409415439
213,LUZERNE NATIONAL BANK,10000-0000008921,,,,
214,THE 1ST NATL BANK OF PALMERTON,10000-0000008930,Palmetto Bank,896.0,171.0,53.11324591605094
215,FIRST NATIONAL BANK OF ALACHUA,10000-0000008980,,,,
216,NATIONAL BANK OF NORTH EAST,10000-0000009149,Northeast Bank,837.0,210.0,77.5569038308831
217,PARK NATIONAL BANK,10000-0000009179,Park Bank,898.0,193.0,100.0
218,FIRST NATIONAL BANK OF ALTAVIS,10000-0000009295,Altoona First Savings Bank,68.0,291.0,54.903787222846525
219,FIRST NATIONAL BANK OF WYOMING,10000-0000009428,,,,
220,KINGSTON NATIONAL BANK,10000-0000009536,Kings Mortgage Services Inc,661.0,8261.0,50.544044545167566
221,HARLEYSVILLE NATIONAL BANK,10000-0000009541,,,,
222,BROADWAY NATIONAL BANK,10000-0000009651,,,,
223,THE NEW TRIPOLI NATIONAL BANK,10000-0000009656,,,,
224,THE BRIDGEHAMPTON NATIONAL BAN,10000-0000009669,BRIDGE CAPITAL CORP,126.0,787.0,54.04864612439193
225,BRADFORD NATIONAL BANK,10000-0000009734,,,,
226,HERGET NATIONAL BANK,10000-0000009788,,,,
227,THE FIRST NAT'L BK OF MERTZON,10000-0000009810,,,,
228,SOMERVILLE NATIONAL BANK,10000-0000009859,Rockville Bank,977.0,237.0,57.41564616369279
229,"PENNSTAR BANK, NA",10000-0000009886,,,,
230,FIRST MID-ILLINOIS BANK,10000-0000010045,Illinois State Bank,625.0,1253.0,53.733770491216134
231,FIRST NATIONAL BANK OF ASHFORD,10000-0000010102,,,,
232,FIRST NATIONAL BANK OF BALDWIN,10000-0000010106,,,,
233,"FIRST HOPE BANK, NA",10000-0000010118,Home Bank,590.0,355.0,66.06922840185445
234,FIRST NATL BANK OF WATERLOO,10000-0000010180,,,,
235,1ST NATIONAL BANK OF HERMINIE,10000-0000010188,,,,
236,YUKON NATIONAL BANK,10000-0000010196,,,,
237,BATH NATIONAL BANK,10000-0000010235,,,,
238,MARSHALL NATIONAL BANK & TRUST,10000-0000010253,First Mid-IL Bank & Trust,447.0,5807.0,55.83256167253855
239,CUMBERLAND VALLEY NATIONAL BAN,10000-0000010254,,,,
240,"MIDSTATES BANK, NA",10000-0000010354,State Bank,1060.0,182.0,60.56692281892304
241,FIRST VICTORIA NATIONAL BANK,10000-0000010360,,,,
242,TEXAS GULF BANK,10000-0000010420,,,,
243,MINOTOLA NATIONAL BANK,10000-0000010440,,,,
244,"OMEGA BANK, NA",10000-0000010506,HOMEGOLD INC,554.0,819.0,51.22879681465463
245,TRUSTMARK NATIONAL BANK,10000-0000010523,Trustmark Corp,1120.0,42.0,100.0
246,"WELLS FARGO BANK WYOMING, NA",10000-0000010533,Wells Fargo & Co,1202.0,0.0,72.3024998353408
247,THE CONWAY NATIONAL BANK,10000-0000010536,,,,
248,FIRST NATL BANK OF MED. LODGE,10000-0000010575,,,,
249,CITIZENS NATIONAL BANK OF HOPE,10000-0000010579,Citizens First National Bank,267.0,22.0,69.04153963885541
250,ERWIN NATIONAL BANK,10000-0000010583,,,,
251,WELLS FARGO BANK SOUTH DAKOTA,10000-0000010592,Wells Fargo & Co,1202.0,0.0,61.91517372049513
252,NATIONAL BANK OF S CAROLINA,10000-0000010660,Carolina First Corp,236.0,286.0,81.50346748571312
253,FIRST NATIONAL BANK OF SC,10000-0000010680,Scb Bancorp Inc,1016.0,223.0,69.97805482106222
254,FIRST NATIONAL BANK OF FREMONT,10000-0000010718,Fremont Bank,488.0,249.0,100.0
255,FIRST NATIONAL BANK OF ABSECON,10000-0000010823,,,,
256,FIRST NATIONAL TOM BEAN,10000-0000011019,,,,
257,COLUMBIA COUNTY FARMERS NAT'L,10000-0000011058,COLUMBIA MORTGAGE LLC,202.0,4555.0,57.257501210018006
258,M&I FIRST NATIONAL BANK,10000-0000011060,,,,
259,"BANK ONE, OKLAHOMA, NA",10000-0000011230,,,,
260,FIRST NATIONAL BANK/LONGMONT,10000-0000011253,,,,
261,"HARRIS BANK BARRINGTON, N.A.",10000-0000011283,Harrington Bank,568.0,359.0,70.648977081808
262,"HARRIS BANK HINSDALE, N.A.",10000-0000011308,Harris Bancorp Inc,569.0,88.0,58.22232563866822
263,AMERICAN NATIONAL BANK OF CHEY,10000-0000011380,American Heritage Bank,80.0,1018.0,68.4056137929253
264,FIRST NATIONAL BANK OF OKLAHOM,10000-0000011397,,,,
265,FIRST NATIONAL BANK OF WACONIA,10000-0000011410,,,,
266,FIRST NATIONAL BANK OF NEW RIC,10000-0000011412,NewBridge Bancorp,830.0,212.0,55.31581343419827
267,ILLINOIS NATIONAL BANK,10000-0000011443,Illinois State Bank,625.0,1253.0,69.94903250553136
268,WILLIAMSTOWN NATIONAL BANK,10000-0000011483,,,,
269,VARTAN NATIONAL BANK,10000-0000011512,Heartland Bank,579.0,118.0,54.57441530783854
270,"EAGLE VALLEY BANK, N.A.",10000-0000011526,Allegheny Valley Bancorp Inc,60.0,164.0,68.75038823113738
271,EVANS NATIONAL BANK,10000-0000011583,Evans Bancorp Inc,383.0,43.0,100.0
272,FIRST NAT'L BANK OF STRASBURG,10000-0000011640,,,,
273,ANCHOR BANK FARMINGTON,10000-0000011687,Harrington Bank,568.0,359.0,60.923992845312846
274,THE LEMONT NATIONAL BANK,10000-0000011715,Fremont Bank,488.0,249.0,67.33376776085116
275,WOODSTOWN NAT'L BANK & TRUST,10000-0000011734,First State Bank & Trust,466.0,180.0,50.61650571552788
276,"BREMER BANK, N.A. (ST CLOUD)",10000-0000011818,,,,
277,FIRST NATIONAL BANK OF FLAGLER,10000-0000011872,Flagstar Bancorp Inc,471.0,405.0,61.072118679465994
278,MERCEDES NATIONAL BANK,10000-0000011879,,,,
279,FNB OF GRANT PARK,10000-0000011952,Forest Park National Bank,477.0,55.0,52.98657622511082
280,CENTRAL NATIONAL BANK OF ENID,10000-0000012044,CENTRAL CREDIT UNION,191.0,646.0,69.49571420936039
281,1ST NATIONAL BANK OF ANCHORAGE,10000-0000012072,Anchorbank,89.0,4062.0,68.9090815912773
282,INTEGRA BANK,10000-0000012132,Integrity Bank,632.0,2191.0,70.66401658215072
283,MCCLAIN COUNTY NATIONAL BANK,10000-0000012134,County National Bank,312.0,52.0,51.65167353120101
284,"FIRST BETHANY BANK & TRUST, NA",10000-0000012169,Guaranty Bank & Trust Co,537.0,197.0,64.18067433372846
285,THE OLD POINT NATIONAL BANK OF,10000-0000012267,,,,
286,1ST NATIONAL BANK OF ST. LOUIS,10000-0000012333,,,,
287,SOUTHWEST NATIONAL BANK,10000-0000012346,Southwest Bank,1048.0,152.0,100.0
288,U.S. BANK NATL ASSOC MONTANA,10000-0000012407,,,,
289,UNION CENTER NATIONAL BANK,10000-0000012425,Union Center National Bank,1139.0,44.0,100.0
290,THE NATIONAL BANK OF GENEVA,10000-0000012450,,,,
291,THE NEFFS NATIONAL BANK,10000-0000012471,,,,
292,FIRST NATIONAL BANK-GARRETSON,10000-0000012488,,,,
293,SLEEPY HOLLOW NATIONAL BANK,10000-0000012515,,,,
294,"FIRST BANK, NATIONAL ASSOC.",10000-0000012523,Associated Bancorp,102.0,80.0,61.531284617995254
295,YARDVILLE NATIONAL BANK,10000-0000012606,Rockville Bank,977.0,237.0,54.182857870151544
296,EQUITY BANK NA,10000-0000012617,Equity Bank,380.0,45.0,100.0
297,FIRST NAT'L BK OF BLUE IS,10000-0000012779,,,,
298,"SAVANNAH BANK, N.A.",10000-0000012810,,,,
299,FIRST LIBERTY NATIONAL BANK,10000-0000012850,Liberty National Bank,698.0,66.0,100.0
300,FIRST NAT'L BANK EMPLOYEE OWNE,10000-0000012870,State Employees Credit Union,1061.0,588.0,57.52636307960087
301,STATE NATIONAL BANK,10000-0000012936,State Bank,1060.0,182.0,100.0
302,CITIZEN NATIONAL BANK,10000-0000012955,Citizens First National Bank,267.0,22.0,91.38176428412906
303,BUFFALO NATIONAL BANK,10000-0000012959,,,,
304,"AMERIFIRST BANK, N.A.",10000-0000012962,MidFirst Bank,772.0,415.0,65.48368680727263
305,FIRST NATIONAL BANK OF GRAYSON,10000-0000012982,GRAYSTONE MORTGAGE CORP,501.0,772.0,50.649620688676855
306,THE STATE NATIONAL BANK WEST,10000-0000013022,First State Bank & Trust,466.0,180.0,76.85964567298433
307,"BANK OF AMERICA, N.A.",10000-0000013044,First Of America Bank Corp,455.0,4.0,100.0
308,PIONEER NATIONAL BANK,10000-0000013078,Pioneer Bank,919.0,183.0,100.0
309,THE FNB OF MOUNT DORA,10000-0000013102,,,,
310,FIRST FINANCIAL BANK OF CLEBUR,10000-0000013107,First Financial Bank,444.0,3.0,68.04928017496651
311,WESTERN NATIONAL BANK,10000-0000013116,Western Bank Corp Inc,1209.0,181.0,100.0
312,THE MAHOPAC NATIONAL BANK,10000-0000013121,,,,
